numero_experimento;dataset;estructura_de_datos;clave;cantidad_consultas;tiempo_ejecucion
5;auspol2019;hash_cerrado_double;user_id;70000;0.005779700
5;auspol2019;hash_cerrado_double;user_id;80000;0.006144400
5;auspol2019;hash_cerrado_double;user_id;90000;0.006477000
5;auspol2019;hash_cerrado_double;user_id;100000;0.006798400
5;auspol2019;hash_cerrado_double;user_id;110000;0.007117400
5;auspol2019;hash_cerrado_double;user_id;120000;0.007425700
5;auspol2019;hash_cerrado_double;user_id;130000;0.007736400
5;auspol2019;hash_cerrado_double;user_id;140000;0.008038100
5;auspol2019;hash_cerrado_double;user_id;150000;0.008393100
5;auspol2019;hash_cerrado_double;user_id;160000;0.008814900
5;auspol2019;hash_cerrado_double;user_id;170000;0.009213800
5;auspol2019;hash_cerrado_double;user_id;180000;0.009552400
5;auspol2019;hash_cerrado_double;screen_name;10000;0.002544100
5;auspol2019;hash_cerrado_double;screen_name;20000;0.004860800
5;auspol2019;hash_cerrado_double;screen_name;30000;0.005569300
5;auspol2019;hash_cerrado_double;screen_name;40000;0.006238700
5;auspol2019;hash_cerrado_double;screen_name;50000;0.006929700
5;auspol2019;hash_cerrado_double;screen_name;60000;0.010891900
5;auspol2019;hash_cerrado_double;screen_name;70000;0.011567100
5;auspol2019;hash_cerrado_double;screen_name;80000;0.012288000
5;auspol2019;hash_cerrado_double;screen_name;90000;0.012903100
5;auspol2019;hash_cerrado_double;screen_name;100000;0.013493500
5;auspol2019;hash_cerrado_double;screen_name;110000;0.014534900
5;auspol2019;hash_cerrado_double;screen_name;120000;0.015738400
5;auspol2019;hash_cerrado_double;screen_name;130000;0.017000800
5;auspol2019;hash_cerrado_double;screen_name;140000;0.018017100
5;auspol2019;hash_cerrado_double;screen_name;150000;0.018724500
5;auspol2019;hash_cerrado_double;screen_name;160000;0.019522400
5;auspol2019;hash_cerrado_double;screen_name;170000;0.020237500
5;auspol2019;hash_cerrado_double;screen_name;180000;0.020858100
5;auspol2019;unordered_map;user_id;10000;0.000986200
5;auspol2019;unordered_map;user_id;20000;0.001857400
5;auspol2019;unordered_map;user_id;30000;0.002517000
5;auspol2019;unordered_map;user_id;40000;0.003388100
5;auspol2019;unordered_map;user_id;50000;0.003870500
5;auspol2019;unordered_map;user_id;60000;0.004378000
5;auspol2019;unordered_map;user_id;70000;0.004874800
5;auspol2019;unordered_map;user_id;80000;0.005401200
5;auspol2019;unordered_map;user_id;90000;0.005972900
5;auspol2019;unordered_map;user_id;100000;0.006432400
5;auspol2019;unordered_map;user_id;110000;0.006907000
5;auspol2019;unordered_map;user_id;120000;0.007325400
5;auspol2019;unordered_map;user_id;130000;0.007755400
5;auspol2019;unordered_map;user_id;140000;0.008118200
5;auspol2019;unordered_map;user_id;150000;0.008649000
5;auspol2019;unordered_map;user_id;160000;0.009246600
5;auspol2019;unordered_map;user_id;170000;0.010425300
5;auspol2019;unordered_map;user_id;180000;0.010737000
5;auspol2019;unordered_map;screen_name;10000;0.001533300
5;auspol2019;unordered_map;screen_name;20000;0.002816500
5;auspol2019;unordered_map;screen_name;30000;0.003799700
5;auspol2019;unordered_map;screen_name;40000;0.004977700
5;auspol2019;unordered_map;screen_name;50000;0.005827600
5;auspol2019;unordered_map;screen_name;60000;0.006742000
5;auspol2019;unordered_map;screen_name;70000;0.007681800
5;auspol2019;unordered_map;screen_name;80000;0.008635300
5;auspol2019;unordered_map;screen_name;90000;0.009502900
5;auspol2019;unordered_map;screen_name;100000;0.010312400
5;auspol2019;unordered_map;screen_name;110000;0.011091800
5;auspol2019;unordered_map;screen_name;120000;0.011815700
5;auspol2019;unordered_map;screen_name;130000;0.012575200
5;auspol2019;unordered_map;screen_name;140000;0.013240200
5;auspol2019;unordered_map;screen_name;150000;0.014078800
5;auspol2019;unordered_map;screen_name;160000;0.015000700
5;auspol2019;unordered_map;screen_name;170000;0.016883400
5;auspol2019;unordered_map;screen_name;180000;0.017777000
6;auspol2019;hash_abierto;user_id;10000;0.001771000
6;auspol2019;hash_abierto;user_id;20000;0.003695300
6;auspol2019;hash_abierto;user_id;30000;0.004231700
6;auspol2019;hash_abierto;user_id;40000;0.004672100
6;auspol2019;hash_abierto;user_id;50000;0.005087200
6;auspol2019;hash_abierto;user_id;60000;0.007588200
6;auspol2019;hash_abierto;user_id;70000;0.007939300
6;auspol2019;hash_abierto;user_id;80000;0.008313300
6;auspol2019;hash_abierto;user_id;90000;0.008648800
6;auspol2019;hash_abierto;user_id;100000;0.008975900
6;auspol2019;hash_abierto;user_id;110000;0.009261700
6;auspol2019;hash_abierto;user_id;120000;0.009607500
6;auspol2019;hash_abierto;user_id;130000;0.009932400
6;auspol2019;hash_abierto;user_id;140000;0.010208500
6;auspol2019;hash_abierto;user_id;150000;0.010627500
6;auspol2019;hash_abierto;user_id;160000;0.011119800
6;auspol2019;hash_abierto;user_id;170000;0.011543000
6;auspol2019;hash_abierto;user_id;180000;0.011892100
6;auspol2019;hash_abierto;screen_name;10000;0.002518400
6;auspol2019;hash_abierto;screen_name;20000;0.004794900
6;auspol2019;hash_abierto;screen_name;30000;0.005701800
6;auspol2019;hash_abierto;screen_name;40000;0.006395800
6;auspol2019;hash_abierto;screen_name;50000;0.007101000
6;auspol2019;hash_abierto;screen_name;60000;0.010530500
6;auspol2019;hash_abierto;screen_name;70000;0.011281900
6;auspol2019;hash_abierto;screen_name;80000;0.012099100
6;auspol2019;hash_abierto;screen_name;90000;0.012804300
6;auspol2019;hash_abierto;screen_name;100000;0.013489100
6;auspol2019;hash_abierto;screen_name;110000;0.014068000
6;auspol2019;hash_abierto;screen_name;120000;0.014650400
6;auspol2019;hash_abierto;screen_name;130000;0.015266100
6;auspol2019;hash_abierto;screen_name;140000;0.015797300
6;auspol2019;hash_abierto;screen_name;150000;0.016499600
6;auspol2019;hash_abierto;screen_name;160000;0.017281700
6;auspol2019;hash_abierto;screen_name;170000;0.017994300
6;auspol2019;hash_abierto;screen_name;180000;0.018639300
6;auspol2019;hash_cerrado_linear;user_id;10000;0.000997200
6;auspol2019;hash_cerrado_linear;user_id;20000;0.001853100
6;auspol2019;hash_cerrado_linear;user_id;30000;0.002175200
6;auspol2019;hash_cerrado_linear;user_id;40000;0.002498400
6;auspol2019;hash_cerrado_linear;user_id;50000;0.002831500
6;auspol2019;hash_cerrado_linear;user_id;60000;0.004254000
6;auspol2019;hash_cerrado_linear;user_id;70000;0.004520100
6;auspol2019;hash_cerrado_linear;user_id;80000;0.004790500
6;auspol2019;hash_cerrado_linear;user_id;90000;0.005040200
6;auspol2019;hash_cerrado_linear;user_id;100000;0.005280100
6;auspol2019;hash_cerrado_linear;user_id;110000;0.005515000
6;auspol2019;hash_cerrado_linear;user_id;120000;0.005737900
6;auspol2019;hash_cerrado_linear;user_id;130000;0.005965700
6;auspol2019;hash_cerrado_linear;user_id;140000;0.006181800
6;auspol2019;hash_cerrado_linear;user_id;150000;0.006442500
6;auspol2019;hash_cerrado_linear;user_id;160000;0.006768000
6;auspol2019;hash_cerrado_linear;user_id;170000;0.007072800
6;auspol2019;hash_cerrado_linear;user_id;180000;0.007323400
6;auspol2019;hash_cerrado_linear;screen_name;10000;0.001980800
6;auspol2019;hash_cerrado_linear;screen_name;20000;0.004289400
6;auspol2019;hash_cerrado_linear;screen_name;30000;0.004862100
6;auspol2019;hash_cerrado_linear;screen_name;40000;0.005394700
6;auspol2019;hash_cerrado_linear;screen_name;50000;0.005935100
6;auspol2019;hash_cerrado_linear;screen_name;60000;0.009085200
6;auspol2019;hash_cerrado_linear;screen_name;70000;0.009590000
6;auspol2019;hash_cerrado_linear;screen_name;80000;0.010105900
6;auspol2019;hash_cerrado_linear;screen_name;90000;0.010556800
6;auspol2019;hash_cerrado_linear;screen_name;100000;0.010998200
6;auspol2019;hash_cerrado_linear;screen_name;110000;0.011429700
6;auspol2019;hash_cerrado_linear;screen_name;120000;0.011864800
6;auspol2019;hash_cerrado_linear;screen_name;130000;0.012288500
6;auspol2019;hash_cerrado_linear;screen_name;140000;0.012697300
6;auspol2019;hash_cerrado_linear;screen_name;150000;0.013170700
6;auspol2019;hash_cerrado_linear;screen_name;160000;0.013717800
6;auspol2019;hash_cerrado_linear;screen_name;170000;0.014231800
6;auspol2019;hash_cerrado_linear;screen_name;180000;0.014682500
6;auspol2019;hash_cerrado_quadratic;user_id;10000;0.001469700
6;auspol2019;hash_cerrado_quadratic;user_id;20000;0.002472600
6;auspol2019;hash_cerrado_quadratic;user_id;30000;0.002822800
6;auspol2019;hash_cerrado_quadratic;user_id;40000;0.003163900
6;auspol2019;hash_cerrado_quadratic;user_id;50000;0.003532200
6;auspol2019;hash_cerrado_quadratic;user_id;60000;0.005216000
6;auspol2019;hash_cerrado_quadratic;user_id;70000;0.005488200
6;auspol2019;hash_cerrado_quadratic;user_id;80000;0.005764900
6;auspol2019;hash_cerrado_quadratic;user_id;90000;0.006018000
6;auspol2019;hash_cerrado_quadratic;user_id;100000;0.006251100
6;auspol2019;hash_cerrado_quadratic;user_id;110000;0.006481700
6;auspol2019;hash_cerrado_quadratic;user_id;120000;0.006706300
6;auspol2019;hash_cerrado_quadratic;user_id;130000;0.006932200
6;auspol2019;hash_cerrado_quadratic;user_id;140000;0.007148700
6;auspol2019;hash_cerrado_quadratic;user_id;150000;0.007408200
6;auspol2019;hash_cerrado_quadratic;user_id;160000;0.007728800
6;auspol2019;hash_cerrado_quadratic;user_id;170000;0.008030200
6;auspol2019;hash_cerrado_quadratic;user_id;180000;0.008280900
6;auspol2019;hash_cerrado_quadratic;screen_name;10000;0.001834500
6;auspol2019;hash_cerrado_quadratic;screen_name;20000;0.003781400
6;auspol2019;hash_cerrado_quadratic;screen_name;30000;0.004431500
6;auspol2019;hash_cerrado_quadratic;screen_name;40000;0.005008200
6;auspol2019;hash_cerrado_quadratic;screen_name;50000;0.005621800
6;auspol2019;hash_cerrado_quadratic;screen_name;60000;0.009030100
6;auspol2019;hash_cerrado_quadratic;screen_name;70000;0.009550200
6;auspol2019;hash_cerrado_quadratic;screen_name;80000;0.010076800
6;auspol2019;hash_cerrado_quadratic;screen_name;90000;0.010921100
6;auspol2019;hash_cerrado_quadratic;screen_name;100000;0.011825700
6;auspol2019;hash_cerrado_quadratic;screen_name;110000;0.012737100
6;auspol2019;hash_cerrado_quadratic;screen_name;120000;0.013638100
6;auspol2019;hash_cerrado_quadratic;screen_name;130000;0.014392100
6;auspol2019;hash_cerrado_quadratic;screen_name;140000;0.014876900
6;auspol2019;hash_cerrado_quadratic;screen_name;150000;0.015459100
6;auspol2019;hash_cerrado_quadratic;screen_name;160000;0.016104700
6;auspol2019;hash_cerrado_quadratic;screen_name;170000;0.016691000
6;auspol2019;hash_cerrado_quadratic;screen_name;180000;0.017174000
6;auspol2019;hash_cerrado_double;user_id;10000;0.001395300
6;auspol2019;hash_cerrado_double;user_id;20000;0.002443200
6;auspol2019;hash_cerrado_double;user_id;30000;0.002858400
6;auspol2019;hash_cerrado_double;user_id;40000;0.003275100
6;auspol2019;hash_cerrado_double;user_id;50000;0.003705100
6;auspol2019;hash_cerrado_double;user_id;60000;0.005572400
6;auspol2019;hash_cerrado_double;user_id;70000;0.005947700
6;auspol2019;hash_cerrado_double;user_id;80000;0.006311800
6;auspol2019;hash_cerrado_double;user_id;90000;0.006650500
6;auspol2019;hash_cerrado_double;user_id;100000;0.006971700
6;auspol2019;hash_cerrado_double;user_id;110000;0.007290600
6;auspol2019;hash_cerrado_double;user_id;120000;0.007598100
6;auspol2019;hash_cerrado_double;user_id;130000;0.007909500
6;auspol2019;hash_cerrado_double;user_id;140000;0.008220900
6;auspol2019;hash_cerrado_double;user_id;150000;0.008574600
6;auspol2019;hash_cerrado_double;user_id;160000;0.009002800
6;auspol2019;hash_cerrado_double;user_id;170000;0.009396300
6;auspol2019;hash_cerrado_double;user_id;180000;0.009738000
6;auspol2019;hash_cerrado_double;screen_name;10000;0.002081100
6;auspol2019;hash_cerrado_double;screen_name;20000;0.004490600
6;auspol2019;hash_cerrado_double;screen_name;30000;0.005277300
6;auspol2019;hash_cerrado_double;screen_name;40000;0.005965100
6;auspol2019;hash_cerrado_double;screen_name;50000;0.006671300
6;auspol2019;hash_cerrado_double;screen_name;60000;0.011046600
6;auspol2019;hash_cerrado_double;screen_name;70000;0.011772600
6;auspol2019;hash_cerrado_double;screen_name;80000;0.012522500
6;auspol2019;hash_cerrado_double;screen_name;90000;0.013170400
6;auspol2019;hash_cerrado_double;screen_name;100000;0.013782500
6;auspol2019;hash_cerrado_double;screen_name;110000;0.014377800
6;auspol2019;hash_cerrado_double;screen_name;120000;0.014963000
6;auspol2019;hash_cerrado_double;screen_name;130000;0.015539400
6;auspol2019;hash_cerrado_double;screen_name;140000;0.016090100
6;auspol2019;hash_cerrado_double;screen_name;150000;0.016737300
6;auspol2019;hash_cerrado_double;screen_name;160000;0.017460500
6;auspol2019;hash_cerrado_double;screen_name;170000;0.018133500
6;auspol2019;hash_cerrado_double;screen_name;180000;0.018741900
6;auspol2019;unordered_map;user_id;10000;0.001648800
6;auspol2019;unordered_map;user_id;20000;0.002523600
6;auspol2019;unordered_map;user_id;30000;0.003183100
6;auspol2019;unordered_map;user_id;40000;0.004002100
6;auspol2019;unordered_map;user_id;50000;0.004443400
6;auspol2019;unordered_map;user_id;60000;0.004936600
6;auspol2019;unordered_map;user_id;70000;0.005396500
6;auspol2019;unordered_map;user_id;80000;0.005874400
6;auspol2019;unordered_map;user_id;90000;0.006294900
6;auspol2019;unordered_map;user_id;100000;0.006674800
6;auspol2019;unordered_map;user_id;110000;0.007076000
6;auspol2019;unordered_map;user_id;120000;0.007451300
6;auspol2019;unordered_map;user_id;130000;0.007852500
6;auspol2019;unordered_map;user_id;140000;0.008198200
6;auspol2019;unordered_map;user_id;150000;0.008672100
6;auspol2019;unordered_map;user_id;160000;0.009226400
6;auspol2019;unordered_map;user_id;170000;0.010349800
6;auspol2019;unordered_map;user_id;180000;0.010656300
6;auspol2019;unordered_map;screen_name;10000;0.001361400
6;auspol2019;unordered_map;screen_name;20000;0.002625200
6;auspol2019;unordered_map;screen_name;30000;0.003625900
6;auspol2019;unordered_map;screen_name;40000;0.004807400
6;auspol2019;unordered_map;screen_name;50000;0.005711700
6;auspol2019;unordered_map;screen_name;60000;0.007374900
6;auspol2019;unordered_map;screen_name;70000;0.008895500
6;auspol2019;unordered_map;screen_name;80000;0.010367900
6;auspol2019;unordered_map;screen_name;90000;0.011685100
6;auspol2019;unordered_map;screen_name;100000;0.012922500
6;auspol2019;unordered_map;screen_name;110000;0.014126200
6;auspol2019;unordered_map;screen_name;120000;0.015297900
6;auspol2019;unordered_map;screen_name;130000;0.016495700
6;auspol2019;unordered_map;screen_name;140000;0.017555600
6;auspol2019;unordered_map;screen_name;150000;0.018907700
6;auspol2019;unordered_map;screen_name;160000;0.020602000
6;auspol2019;unordered_map;screen_name;170000;0.023614900
6;auspol2019;unordered_map;screen_name;180000;0.025064500
7;auspol2019;hash_abierto;user_id;10000;0.001802600
7;auspol2019;hash_abierto;user_id;20000;0.003728000
7;auspol2019;hash_abierto;user_id;30000;0.004267500
7;auspol2019;hash_abierto;user_id;40000;0.004709100
7;auspol2019;hash_abierto;user_id;50000;0.005134100
7;auspol2019;hash_abierto;user_id;60000;0.007672700
7;auspol2019;hash_abierto;user_id;70000;0.008038900
7;auspol2019;hash_abierto;user_id;80000;0.008497600
7;auspol2019;hash_abierto;user_id;90000;0.008852300
7;auspol2019;hash_abierto;user_id;100000;0.009199700
7;auspol2019;hash_abierto;user_id;110000;0.009497300
7;auspol2019;hash_abierto;user_id;120000;0.009788500
7;auspol2019;hash_abierto;user_id;130000;0.010100700
7;auspol2019;hash_abierto;user_id;140000;0.010365700
7;auspol2019;hash_abierto;user_id;150000;0.010752500
7;auspol2019;hash_abierto;user_id;160000;0.011212400
7;auspol2019;hash_abierto;user_id;170000;0.011605400
7;auspol2019;hash_abierto;user_id;180000;0.011919400
7;auspol2019;hash_abierto;screen_name;10000;0.002545700
7;auspol2019;hash_abierto;screen_name;20000;0.004821400
7;auspol2019;hash_abierto;screen_name;30000;0.005739700
7;auspol2019;hash_abierto;screen_name;40000;0.006429600
7;auspol2019;hash_abierto;screen_name;50000;0.007133400
7;auspol2019;hash_abierto;screen_name;60000;0.011308400
7;auspol2019;hash_abierto;screen_name;70000;0.011986700
7;auspol2019;hash_abierto;screen_name;80000;0.012682200
7;auspol2019;hash_abierto;screen_name;90000;0.013311300
7;auspol2019;hash_abierto;screen_name;100000;0.013934000
7;auspol2019;hash_abierto;screen_name;110000;0.014476900
7;auspol2019;hash_abierto;screen_name;120000;0.015024100
7;auspol2019;hash_abierto;screen_name;130000;0.015618600
7;auspol2019;hash_abierto;screen_name;140000;0.016139100
7;auspol2019;hash_abierto;screen_name;150000;0.016802400
7;auspol2019;hash_abierto;screen_name;160000;0.017563100
7;auspol2019;hash_abierto;screen_name;170000;0.018291600
7;auspol2019;hash_abierto;screen_name;180000;0.018972300
7;auspol2019;hash_cerrado_linear;user_id;10000;0.001258200
7;auspol2019;hash_cerrado_linear;user_id;20000;0.002239300
7;auspol2019;hash_cerrado_linear;user_id;30000;0.002583900
7;auspol2019;hash_cerrado_linear;user_id;40000;0.002918500
7;auspol2019;hash_cerrado_linear;user_id;50000;0.003263000
7;auspol2019;hash_cerrado_linear;user_id;60000;0.004716300
7;auspol2019;hash_cerrado_linear;user_id;70000;0.004991400
7;auspol2019;hash_cerrado_linear;user_id;80000;0.005277700
7;auspol2019;hash_cerrado_linear;user_id;90000;0.005555500
7;auspol2019;hash_cerrado_linear;user_id;100000;0.005808400
7;auspol2019;hash_cerrado_linear;user_id;110000;0.006056800
7;auspol2019;hash_cerrado_linear;user_id;120000;0.006294100
7;auspol2019;hash_cerrado_linear;user_id;130000;0.006531700
7;auspol2019;hash_cerrado_linear;user_id;140000;0.006758300
7;auspol2019;hash_cerrado_linear;user_id;150000;0.007033000
7;auspol2019;hash_cerrado_linear;user_id;160000;0.007380400
7;auspol2019;hash_cerrado_linear;user_id;170000;0.007693100
7;auspol2019;hash_cerrado_linear;user_id;180000;0.007960200
7;auspol2019;hash_cerrado_linear;screen_name;10000;0.001813000
7;auspol2019;hash_cerrado_linear;screen_name;20000;0.003935100
7;auspol2019;hash_cerrado_linear;screen_name;30000;0.004767400
7;auspol2019;hash_cerrado_linear;screen_name;40000;0.005354000
7;auspol2019;hash_cerrado_linear;screen_name;50000;0.005943500
7;auspol2019;hash_cerrado_linear;screen_name;60000;0.009706300
7;auspol2019;hash_cerrado_linear;screen_name;70000;0.010275900
7;auspol2019;hash_cerrado_linear;screen_name;80000;0.010869900
7;auspol2019;hash_cerrado_linear;screen_name;90000;0.011371500
7;auspol2019;hash_cerrado_linear;screen_name;100000;0.011847400
7;auspol2019;hash_cerrado_linear;screen_name;110000;0.012300100
7;auspol2019;hash_cerrado_linear;screen_name;120000;0.012759700
7;auspol2019;hash_cerrado_linear;screen_name;130000;0.013202700
7;auspol2019;hash_cerrado_linear;screen_name;140000;0.013627000
7;auspol2019;hash_cerrado_linear;screen_name;150000;0.014127400
7;auspol2019;hash_cerrado_linear;screen_name;160000;0.014708900
7;auspol2019;hash_cerrado_linear;screen_name;170000;0.015248500
7;auspol2019;hash_cerrado_linear;screen_name;180000;0.015715500
7;auspol2019;hash_cerrado_quadratic;user_id;10000;0.000922700
7;auspol2019;hash_cerrado_quadratic;user_id;20000;0.001751500
7;auspol2019;hash_cerrado_quadratic;user_id;30000;0.002074900
7;auspol2019;hash_cerrado_quadratic;user_id;40000;0.002395800
7;auspol2019;hash_cerrado_quadratic;user_id;50000;0.002730400
7;auspol2019;hash_cerrado_quadratic;user_id;60000;0.004240000
7;auspol2019;hash_cerrado_quadratic;user_id;70000;0.004529000
7;auspol2019;hash_cerrado_quadratic;user_id;80000;0.004843400
7;auspol2019;hash_cerrado_quadratic;user_id;90000;0.005107300
7;auspol2019;hash_cerrado_quadratic;user_id;100000;0.005355500
7;auspol2019;hash_cerrado_quadratic;user_id;110000;0.005599900
7;auspol2019;hash_cerrado_quadratic;user_id;120000;0.005859000
7;auspol2019;hash_cerrado_quadratic;user_id;130000;0.006138900
7;auspol2019;hash_cerrado_quadratic;user_id;140000;0.006368200
7;auspol2019;hash_cerrado_quadratic;user_id;150000;0.006661700
7;auspol2019;hash_cerrado_quadratic;user_id;160000;0.007019600
7;auspol2019;hash_cerrado_quadratic;user_id;170000;0.007332600
7;auspol2019;hash_cerrado_quadratic;user_id;180000;0.007592600
7;auspol2019;hash_cerrado_quadratic;screen_name;10000;0.001759300
7;auspol2019;hash_cerrado_quadratic;screen_name;20000;0.003811800
7;auspol2019;hash_cerrado_quadratic;screen_name;30000;0.004396000
7;auspol2019;hash_cerrado_quadratic;screen_name;40000;0.005036400
7;auspol2019;hash_cerrado_quadratic;screen_name;50000;0.005594400
7;auspol2019;hash_cerrado_quadratic;screen_name;60000;0.009194000
7;auspol2019;hash_cerrado_quadratic;screen_name;70000;0.009707300
7;auspol2019;hash_cerrado_quadratic;screen_name;80000;0.010223000
7;auspol2019;hash_cerrado_quadratic;screen_name;90000;0.010684300
7;auspol2019;hash_cerrado_quadratic;screen_name;100000;0.011125800
7;auspol2019;hash_cerrado_quadratic;screen_name;110000;0.011550400
7;auspol2019;hash_cerrado_quadratic;screen_name;120000;0.011975900
7;auspol2019;hash_cerrado_quadratic;screen_name;130000;0.012403900
7;auspol2019;hash_cerrado_quadratic;screen_name;140000;0.012809100
7;auspol2019;hash_cerrado_quadratic;screen_name;150000;0.013277100
7;auspol2019;hash_cerrado_quadratic;screen_name;160000;0.013818300
7;auspol2019;hash_cerrado_quadratic;screen_name;170000;0.014334200
7;auspol2019;hash_cerrado_quadratic;screen_name;180000;0.014781100
7;auspol2019;hash_cerrado_double;user_id;10000;0.001108300
7;auspol2019;hash_cerrado_double;user_id;20000;0.002136800
7;auspol2019;hash_cerrado_double;user_id;30000;0.002552300
7;auspol2019;hash_cerrado_double;user_id;40000;0.002966300
7;auspol2019;hash_cerrado_double;user_id;50000;0.003398700
7;auspol2019;hash_cerrado_double;user_id;60000;0.005376000
7;auspol2019;hash_cerrado_double;user_id;70000;0.005737500
7;auspol2019;hash_cerrado_double;user_id;80000;0.006102900
7;auspol2019;hash_cerrado_double;user_id;90000;0.006434500
7;auspol2019;hash_cerrado_double;user_id;100000;0.006755000
7;auspol2019;hash_cerrado_double;user_id;110000;0.007067200
7;auspol2019;hash_cerrado_double;user_id;120000;0.007373800
7;auspol2019;hash_cerrado_double;user_id;130000;0.007685600
7;auspol2019;hash_cerrado_double;user_id;140000;0.007990900
7;auspol2019;hash_cerrado_double;user_id;150000;0.008342000
7;auspol2019;hash_cerrado_double;user_id;160000;0.008762300
7;auspol2019;hash_cerrado_double;user_id;170000;0.009157100
7;auspol2019;hash_cerrado_double;user_id;180000;0.009494900
7;auspol2019;hash_cerrado_double;screen_name;10000;0.002057200
7;auspol2019;hash_cerrado_double;screen_name;20000;0.004497400
7;auspol2019;hash_cerrado_double;screen_name;30000;0.005213800
7;auspol2019;hash_cerrado_double;screen_name;40000;0.005879800
7;auspol2019;hash_cerrado_double;screen_name;50000;0.006563900
7;auspol2019;hash_cerrado_double;screen_name;60000;0.011098000
7;auspol2019;hash_cerrado_double;screen_name;70000;0.011889900
7;auspol2019;hash_cerrado_double;screen_name;80000;0.012647500
7;auspol2019;hash_cerrado_double;screen_name;90000;0.013282600
7;auspol2019;hash_cerrado_double;screen_name;100000;0.013893100
7;auspol2019;hash_cerrado_double;screen_name;110000;0.014475300
7;auspol2019;hash_cerrado_double;screen_name;120000;0.015053700
7;auspol2019;hash_cerrado_double;screen_name;130000;0.015625200
7;auspol2019;hash_cerrado_double;screen_name;140000;0.016180000
7;auspol2019;hash_cerrado_double;screen_name;150000;0.016815400
7;auspol2019;hash_cerrado_double;screen_name;160000;0.017531300
7;auspol2019;hash_cerrado_double;screen_name;170000;0.018206700
7;auspol2019;hash_cerrado_double;screen_name;180000;0.018807500
7;auspol2019;unordered_map;user_id;10000;0.001004300
7;auspol2019;unordered_map;user_id;20000;0.001899100
7;auspol2019;unordered_map;user_id;30000;0.002560400
7;auspol2019;unordered_map;user_id;40000;0.003395300
7;auspol2019;unordered_map;user_id;50000;0.003841500
7;auspol2019;unordered_map;user_id;60000;0.004335700
7;auspol2019;unordered_map;user_id;70000;0.004792700
7;auspol2019;unordered_map;user_id;80000;0.005283400
7;auspol2019;unordered_map;user_id;90000;0.005703900
7;auspol2019;unordered_map;user_id;100000;0.006087800
7;auspol2019;unordered_map;user_id;110000;0.006483700
7;auspol2019;unordered_map;user_id;120000;0.006862200
7;auspol2019;unordered_map;user_id;130000;0.007273700
7;auspol2019;unordered_map;user_id;140000;0.007620200
7;auspol2019;unordered_map;user_id;150000;0.008094400
7;auspol2019;unordered_map;user_id;160000;0.008648200
7;auspol2019;unordered_map;user_id;170000;0.009987900
7;auspol2019;unordered_map;user_id;180000;0.010295800
7;auspol2019;unordered_map;screen_name;10000;0.001506400
7;auspol2019;unordered_map;screen_name;20000;0.002816500
7;auspol2019;unordered_map;screen_name;30000;0.003816100
7;auspol2019;unordered_map;screen_name;40000;0.005007400
7;auspol2019;unordered_map;screen_name;50000;0.005803900
7;auspol2019;unordered_map;screen_name;60000;0.006665600
7;auspol2019;unordered_map;screen_name;70000;0.007495000
7;auspol2019;unordered_map;screen_name;80000;0.008361200
7;auspol2019;unordered_map;screen_name;90000;0.009146200
7;auspol2019;unordered_map;screen_name;100000;0.009859400
7;auspol2019;unordered_map;screen_name;110000;0.010601300
7;auspol2019;unordered_map;screen_name;120000;0.011297200
7;auspol2019;unordered_map;screen_name;130000;0.012040100
7;auspol2019;unordered_map;screen_name;140000;0.012697500
7;auspol2019;unordered_map;screen_name;150000;0.013534100
7;auspol2019;unordered_map;screen_name;160000;0.014551700
7;auspol2019;unordered_map;screen_name;170000;0.016547400
7;auspol2019;unordered_map;screen_name;180000;0.017285300
8;auspol2019;hash_abierto;user_id;10000;0.002046600
8;auspol2019;hash_abierto;user_id;20000;0.003989300
8;auspol2019;hash_abierto;user_id;30000;0.004527100
8;auspol2019;hash_abierto;user_id;40000;0.004970300
8;auspol2019;hash_abierto;user_id;50000;0.005389500
8;auspol2019;hash_abierto;user_id;60000;0.007939500
8;auspol2019;hash_abierto;user_id;70000;0.008292200
8;auspol2019;hash_abierto;user_id;80000;0.008658000
8;auspol2019;hash_abierto;user_id;90000;0.008997000
8;auspol2019;hash_abierto;user_id;100000;0.009316400
8;auspol2019;hash_abierto;user_id;110000;0.009591800
8;auspol2019;hash_abierto;user_id;120000;0.009867600
8;auspol2019;hash_abierto;user_id;130000;0.010168000
8;auspol2019;hash_abierto;user_id;140000;0.010427400
8;auspol2019;hash_abierto;user_id;150000;0.010799200
8;auspol2019;hash_abierto;user_id;160000;0.011239700
8;auspol2019;hash_abierto;user_id;170000;0.011627900
8;auspol2019;hash_abierto;user_id;180000;0.011934400
8;auspol2019;hash_abierto;screen_name;10000;0.002450000
8;auspol2019;hash_abierto;screen_name;20000;0.004684000
8;auspol2019;hash_abierto;screen_name;30000;0.005597200
8;auspol2019;hash_abierto;screen_name;40000;0.006284400
8;auspol2019;hash_abierto;screen_name;50000;0.006995600
8;auspol2019;hash_abierto;screen_name;60000;0.011436300
8;auspol2019;hash_abierto;screen_name;70000;0.012128400
8;auspol2019;hash_abierto;screen_name;80000;0.012832700
8;auspol2019;hash_abierto;screen_name;90000;0.013471700
8;auspol2019;hash_abierto;screen_name;100000;0.014090200
8;auspol2019;hash_abierto;screen_name;110000;0.014639200
8;auspol2019;hash_abierto;screen_name;120000;0.015196100
8;auspol2019;hash_abierto;screen_name;130000;0.015796500
